Time,Amplitude
0.366,7.120095484316561e-13
0.367,8.661922254305976e-13
0.368,1.83639776798445e-13
0.369,3.378224537973865e-13
0.37,4.920051307963279e-13
0.371,6.461878077952694e-13
0.372,8.003704847942109e-13
0.373,1.1781803616205823e-13
0.374,2.7200071316099966e-13
0.375,4.261833901599411e-13
0.376,5.803660671588826e-13
0.377,7.34548744157824e-13
0.378,5.1996295525671465e-14
0.379,2.061789725246129e-13
0.38,3.6036164952355435e-13
0.381,5.145443265224958e-13
0.382,6.687270035214372e-13
0.383,-1.3825445110715304e-14
0.384,1.4035723188822615e-13
0.385,2.945399088871676e-13
0.386,4.4872258588610904e-13
0.387,6.029052628850504e-13
0.388,-7.964718574710207e-14
0.389,7.453549125183938e-14
0.39,2.287181682507808e-13
0.391,3.8290084524972227e-13
0.392,5.370835222486638e-13
0.393,-1.4546892638348883e-13
0.394,8.71375061545261e-15
0.395,1.6289642761439407e-13
0.396,3.1707910461333555e-13
0.397,4.71261781612277e-13
0.398,-2.112906670198756e-13
0.399,-5.710799002093416e-14
0.4,9.707468697800728e-14
0.401,2.5125736397694873e-13
0.402,4.054400409758902e-13
0.403,-2.7711240765626237e-13
0.404,-1.2292973065732093e-13
0.405,3.125294634162052e-14
0.406,1.8543562334056196e-13
0.40700000000000003,3.396183003395034e-13
0.40800000000000003,-3.4293414829264914e-13
0.40900000000000003,-1.887514712937077e-13
0.41000000000000003,-3.4568794294766246e-14
0.41100000000000003,1.1961388270417521e-13
0.41200000000000003,2.7379655970311665e-13
0.41300000000000003,-4.087558889290359e-13
0.41400000000000003,-2.5457321193009445e-13
0.41500000000000004,-1.0039053493115302e-13
0.41600000000000004,5.379214206778843e-14
0.417,1.0447099446978238e-12
0.418,3.6215749606567134e-13
0.419,5.163401730646127e-13
0.42,6.705228500635543e-13
0.421,8.247055270624957e-13
0.422,9.788882040614373e-13
0.423,2.9633575542928456e-13
0.424,4.50518432428226e-13
0.425,6.047011094271675e-13
0.426,7.58883786426109e-13
0.427,9.130664634250505e-13
0.428,2.305140147928978e-13
0.429,3.8469669179183925e-13
0.43,5.388793687907807e-13
0.431,6.930620457897221e-13
0.432,8.472447227886636e-13
0.433,1.6469227415651102e-13
0.434,3.188749511554525e-13
0.435,4.730576281543939e-13
0.436,6.272403051533354e-13
0.437,7.814229821522769e-13
0.438,9.887053352012425e-14
0.439,2.530532105190657e-13
0.44,4.072358875180071e-13
0.441,5.614185645169486e-13
0.442,7.156012415158901e-13
0.443,3.3048792883737495e-14
0.444,1.8723146988267894e-13
0.445,3.414141468816204e-13
0.446,4.955968238805619e-13
0.447,6.497795008795032e-13
0.448,-3.277294775264928e-14
0.449,1.2140972924629217e-13
0.45,2.755924062452336e-13
0.451,4.2977508324417504e-13
0.452,5.839577602431164e-13
0.453,-9.859468838903605e-14
0.454,5.55879886099054e-14
0.455,2.0977066560884686e-13
0.456,3.639533426077883e-13
0.457,5.181360196067298e-13
0.458,-1.6441642902542283e-13
0.459,-1.0233752026481367e-14
0.46,1.439489249724601e-13
0.461,2.9813160197140155e-13
0.462,4.52314278970343e-13
0.463,-2.302381696618096e-13
0.464,-7.605549266286813e-14
0.465,7.812718433607332e-14
0.466,2.323098613350148e-13
0.467,3.864925383339562e-13
0.468,-2.960599102981963e-13
0.46900000000000003,-1.4187723329925489e-13
0.47000000000000003,1.2305443699686546e-14
0.47100000000000003,1.66488120698628e-13
0.47200000000000003,3.2067079769756947e-13
0.47300000000000003,-3.6188165093458314e-13
0.47400000000000003,-2.0769897393564166e-13
0.47500000000000003,-5.351629693670023e-14
0.47600000000000003,1.0066638006224122e-13
0.47700000000000004,2.5484905706118264e-13
0.47800000000000004,-4.2770339157096986e-13
0.47900000000000004,-2.7352071457202845e-13
0.48,7.17397088058007e-13
0.481,8.715797650569484e-13
0.482,1.0257624420558897e-12
0.483,3.4320999342373733e-13
0.484,4.973926704226788e-13
0.485,6.515753474216203e-13
0.486,8.057580244205617e-13
0.487,9.599407014195032e-13
0.488,2.7738825278735056e-13
0.489,4.31570929786292e-13
0.49,5.857536067852335e-13
0.491,7.39936283784175e-13
0.492,8.941189607831163e-13
0.493,2.1156651215096384e-13
0.494,3.6574918914990525e-13
0.495,5.199318661488467e-13
0.496,6.741145431477882e-13
0.497,8.282972201467296e-13
0.498,1.4574477151457705e-13
0.499,2.9992744851351853e-13
0.5,4.5411012551246e-13
0.501,6.082928025114013e-13
0.502,7.624754795103429e-13
0.503,7.992303087819028e-14
0.504,2.341057078771317e-13
0.505,3.8828838487607317e-13
0.506,5.424710618750146e-13
0.507,6.966537388739561e-13
0.508,1.4101290241803515e-14
0.509,1.6828396724074496e-13
0.51,3.224666442396864e-13
0.511,4.766493212386279e-13
0.512,6.308319982375693e-13
0.513,-5.172045039458325e-14
0.514,1.024622266043582e-13
0.515,2.5664490360329963e-13
0.516,4.1082758060224114e-13
0.517,5.650102576011825e-13
0.518,-1.1754219103097004e-13
0.519,3.664048596797143e-14
0.52,1.9082316296691288e-13
0.521,3.450058399658543e-13
0.522,-3.3754660866629824e-13
0.523,-1.833639316673568e-13
0.524,-2.918125466841535e-14
0.525,1.2500142233052609e-13
0.526,-1.3942861519327205e-12
0.527,-1.240103474933779e-12
0.528,-1.0859207979348375e-12
0.529,-9.317381209358962e-13
0.53,-7.775554439369547e-13
0.531,-6.233727669380133e-13
0.532,-4.691900899390718e-13
0.533,-3.150074129401303e-13
0.534,-1.6082473594118886e-13
0.535,-6.642058942247429e-15
0.536,-1.525929633205494e-12
0.537,-1.3717469562065526e-12
0.538,-1.217564279207611e-12
0.539,-1.0633816022086697e-12
0.54,-9.091989252097283e-13
0.541,-7.550162482107867e-13
0.542,-6.008335712118453e-13
0.543,-4.466508942129039e-13
0.544,-2.924682172139624e-13
0.545,-1.3828554021502097e-13
0.546,-1.6575731144782674e-12
0.547,-1.5033904374793261e-12
0.548,-1.3492077604803846e-12
0.549,-1.195025083481443e-12
0.55,-1.0408424064825018e-12
0.551,-8.866597294835603e-13
0.552,-7.324770524846189e-13
0.553,-5.782943754856774e-13
0.554,-4.241116984867359e-13
0.555,-2.699290214877945e-13
0.556,-1.789216595751041e-12
0.557,-1.6350339187520996e-12
0.558,-1.4808512417531583e-12
0.559,-1.3266685647542166e-12
0.56,-1.1724858877552753e-12
0.561,-1.018303210756334e-12
0.562,-8.641205337573924e-13
0.5630000000000001,-7.09937856758451e-13
0.5640000000000001,-5.557551797595095e-13
0.5650000000000001,-4.0157250276056803e-13
0.5660000000000001,-1.9208600770238145e-12
0.5670000000000001,-1.7666774000248732e-12
0.5680000000000001,-1.6124947230259317e-12
0.5690000000000001,-1.4583120460269904e-12
0.5700000000000001,-1.3041293690280489e-12
0.5710000000000001,-1.1499466920291074e-12
0.5720000000000001,-9.957640150301658e-13
0.5730000000000001,-8.415813380312244e-13
0.5740000000000001,-6.87398661032283e-13
0.5750000000000001,-5.332159840333415e-13
0.5760000000000001,-2.052503558296588e-12
0.577,-2.2485063003545868e-13
0.578,-7.066795303651723e-14
0.579,8.351472396242422e-14
0.58,2.376974009613657e-13
0.581,3.9188007796030714e-13
0.582,5.460627549592485e-13
0.583,7.002454319581901e-13
0.584,8.544281089571315e-13
0.585,-6.648594653061152e-13
0.586,-5.106767883071737e-13
0.587,-3.5649411130823224e-13
0.588,-2.0231143430929076e-13
0.589,-4.812875731034932e-14
0.59,1.0605391968859215e-13
0.591,2.6023659668753354e-13
0.592,4.1441927368647505e-13
0.593,5.686019506854165e-13
0.594,7.227846276843579e-13
0.595,-7.965029465788886e-13
0.596,-6.423202695799473e-13
0.597,-4.881375925810058e-13
0.598,-3.339549155820643e-13
0.599,-1.7977223858312284e-13
0.6,-2.5589561584181406e-14
0.601,1.2859311541476005e-13
0.602,2.827757924137015e-13
0.603,4.3695846941264297e-13
0.604,5.911411464115845e-13
0.605,-9.281464278516621e-13
0.606,-7.739637508527207e-13
0.607,-6.197810738537792e-13
0.608,-4.655983968548378e-13
0.609,-3.1141571985589636e-13
0.61,-1.5723304285695495e-13
0.611,-3.050365858013493e-15
0.612,1.5113231114092795e-13
0.613,3.0531498813986943e-13
0.614,4.594976651388108e-13
0.615,-1.0597899091244357e-12
0.616,-9.056072321254944e-13
0.617,-7.514245551265529e-13
0.618,-5.972418781276114e-13
0.619,-4.430592011286699e-13
0.62,-2.888765241297285e-13
0.621,-1.3469384713078703e-13
0.622,1.948882986815442e-14
0.623,1.7367150686709586e-13
0.624,3.278541838660373e-13
0.625,-1.1914333903972092e-12
0.626,-1.037250713398268e-12
0.627,-8.830680363993264e-13
0.628,-7.288853594003849e-13
0.629,-5.747026824014435e-13
0.63,-4.2052000540250203e-13
0.631,-2.6633732840356057e-13
0.632,-1.1215465140461911e-13
0.633,4.202802559432233e-14
0.634,1.9621070259326378e-13
0.635,3.503933795922052e-13
0.636,-1.1688941946710413e-12
0.637,-1.0147115176721e-12
0.638,-8.605288406731583e-13
0.639,-7.06346163674217e-13
0.64,-5.521634866752755e-13
0.641,-3.979808096763341e-13
0.642,-2.4379813267739265e-13
0.643,-8.96154556784512e-14
0.644,6.456722132049025e-14
0.645,2.1874989831943167e-13
0.646,-1.3005376759438148e-12
0.647,-1.1463549989448735e-12
0.648,-9.92172321945932e-13
0.649,-8.379896449469905e-13
0.65,-6.838069679480492e-13
0.651,-5.296242909491077e-13
0.652,-3.754416139501662e-13
0.653,-2.2125893695122476e-13
0.654,-6.70762599522833e-14
0.655,8.710641704665816e-14
0.656,-1.4321811572165885e-12
0.657,-1.277998480217647e-12
0.658,-1.1238158032187055e-12
0.659,-9.69633126219764e-13
0.66,-8.154504492208226e-13
0.661,-6.612677722218812e-13
0.662,-5.070850952229398e-13
0.663,-3.529024182239983e-13
0.664,-1.9871974122505684e-13
0.665,-4.453706422611538e-14
0.666,-1.563824638489362e-12
0.667,-1.4096419614904204e-12
0.668,-1.255459284491479e-12
0.669,-1.1012766074925378e-12
0.67,-9.47093930493596e-13
0.671,-7.929112534946547e-13
0.672,-6.387285764957132e-13
0.673,-4.845458994967718e-13
0.674,-3.3036322249783036e-13
0.675,-1.7618054549888892e-13
0.676,-1.6954681197621354e-12
0.677,-1.5412854427631941e-12
0.678,-1.3871027657642526e-12
0.679,-1.232920088765311e-12
0.68,-1.0787374117663696e-12
0.681,-9.245547347674283e-13
0.682,-7.703720577684868e-13
0.683,-6.161893807695454e-13
0.684,-4.620067037706039e-13
0.685,-3.0782402677166244e-13
0.686,-1.827111601034909e-12
0.687,-1.6729289240359677e-12
0.6880000000000001,-1.5187462470370261e-12
0.6890000000000001,-1.3645635700380846e-12
0.6900000000000001,-1.2103808930391433e-12
0.6910000000000001,-1.0561982160402018e-12
0.6920000000000001,-9.020155390412604e-13
0.6930000000000001,-7.478328620423189e-13
0.6940000000000001,-5.936501850433774e-13
0.6950000000000001,-4.3946750804443593e-13
0.6960000000000001,-1.9587550823076827e-12
0.6970000000000001,-1.804572405308741e-12
0.6980000000000001,-1.6503897283097997e-12
0.6990000000000001,-1.4962070513108582e-12
0.7000000000000001,-1.3420243743119169e-12
0.7010000000000001,-1.1878416973129752e-12
0.7020000000000001,-1.0336590203140338e-12
0.7030000000000001,-8.794763433150924e-13
0.704,9.481765849460372e-13
0.705,-5.711109893172095e-13
0.706,-4.1692831231826806e-13
0.707,-2.6274563531932665e-13
0.708,-1.0856295832038517e-13
0.709,4.561971867855627e-14
0.71,1.9980239567749772e-13
0.711,3.5398507267643913e-13
0.712,5.081677496753805e-13
0.713,6.62350426674322e-13
0.714,8.165331036732636e-13
0.715,-7.027544705899831e-13
0.716,-5.485717935910417e-13
0.717,-3.943891165921002e-13
0.718,-2.4020643959315874e-13
0.719,-8.602376259421726e-14
0.72,6.815891440472418e-14
0.721,2.2234159140366562e-13
0.722,3.765242684026071e-13
0.723,5.307069454015485e-13
0.724,6.8488962240049e-13
0.725,-8.343979518627566e-13
0.726,-6.802152748638152e-13
0.727,-5.260325978648737e-13
0.728,-3.718499208659323e-13
0.729,-2.176672438669908e-13
0.73,-6.348456686804935e-14
0.731,9.06981101308921e-14
0.732,2.4488078712983356e-13
0.733,3.99063464128775e-13
0.734,5.532461411277165e-13
0.735,-9.660414331355301e-13
0.736,-8.118587561365886e-13
0.737,-6.576760791376472e-13
0.738,-5.034934021387058e-13
0.739,-3.493107251397643e-13
0.74,-1.9512804814082288e-13
0.741,-4.094537114188144e-14
0.742,1.1323730585706002e-13
0.743,2.674199828560015e-13
0.744,4.2160265985494294e-13
0.745,-1.0976849144083037e-12
0.746,-9.435022374093622e-13
0.747,-7.893195604104208e-13
0.748,-6.351368834114793e-13
0.749,-4.80954206412538e-13
0.75,-3.2677152941359644e-13
0.751,-1.7258885241465498e-13
0.752,-1.840617541571353e-14
0.753,1.357765015832279e-13
0.754,2.899591785821694e-13
0.755,4.441418555811108e-13
0.756,-1.075145718682136e-12
0.757,-9.209630416831942e-13
0.758,-7.667803646842529e-13
0.759,-6.125976876853114e-13
0.76,-4.5841501068637e-13
0.761,-3.042323336874285e-13
0.762,-1.5004965668848706e-13
0.763,4.133020310454381e-15
0.764,1.5831569730939583e-13
0.765,3.1249837430833726e-13
0.766,-1.2067891999549093e-12
0.767,-1.0526065229559677e-12
0.768,-8.984238459570264e-13
0.769,-7.442411689580849e-13
0.77,-5.900584919591435e-13
0.771,-4.3587581496020206e-13
0.772,-2.816931379612606e-13
0.773,-1.2751046096231915e-13
0.774,2.6672216036622293e-14
0.775,1.8085489303556375e-13
0.776,-1.3384326812276828e-12
0.777,-1.1842500042287415e-12
0.778,-1.0300673272298e-12
0.779,-8.758846502308585e-13
0.78,-7.217019732319171e-13
0.781,-5.675192962329756e-13
0.782,-4.1333661923403415e-13
0.783,-2.591539422350927e-13
0.784,-1.0497126523615124e-13
0.785,4.9211411762790205e-14
0.786,-1.4700761625004563e-12
0.787,-1.315893485501515e-12
0.788,-1.1617108085025733e-12
0.789,-1.007528131503632e-12
0.79,-8.533454545046906e-13
0.791,-6.991627775057492e-13
0.792,-5.449801005068077e-13
0.793,-3.9079742350786623e-13
0.794,-2.3661474650892477e-13
0.795,-8.243206950998334e-14
0.796,-1.6017196437732299e-12
0.797,-1.4475369667742884e-12
0.798,-1.293354289775347e-12
0.799,-1.1391716127764056e-12
0.8,-9.84988935777464e-13
0.801,-8.308062587785226e-13
0.802,-6.766235817795812e-13
0.803,-5.224409047806398e-13
0.804,-3.682582277816983e-13
0.805,-2.1407555078275685e-13
0.806,-1.7333631250460034e-12
0.807,-1.579180448047062e-12
0.808,-1.4249977710481206e-12
0.809,-1.270815094049179e-12
0.81,-1.1166324170502376e-12
0.811,-9.624497400512963e-13
0.812,-8.082670630523548e-13
0.8130000000000001,-6.540843860534133e-13
0.8140000000000001,-4.999017090544719e-13
0.8150000000000001,-3.457190320555304e-13
0.8160000000000001,-1.865006606318777e-12
0.8170000000000001,-1.7108239293198357e-12
0.8180000000000001,-1.5566412523208941e-12
0.8190000000000001,-1.4024585753219526e-12
0.8200000000000001,-1.2482758983230111e-12
0.8210000000000001,-1.0940932213240698e-12
0.8220000000000001,-9.399105443251283e-13
0.8230000000000001,-7.857278673261868e-13
0.8240000000000001,-6.315451903272454e-13
0.8250000000000001,-4.77362513328304e-13
0.8260000000000001,-1.9966500875915505e-12
0.8270000000000001,-1.842467410592609e-12
0.8280000000000001,-1.6882847335936677e-12
0.8290000000000001,-1.5341020565947262e-12
0.8300000000000001,-1.3799193795957849e-12
0.8310000000000001,-1.2257367025968432e-12
0.8320000000000001,-1.0715540255979019e-12
0.833,7.560989026632276e-13
0.834,9.102815796621692e-13
0.835,-6.090059946010774e-13
